product_id,warehouse,stock_level,reorder_point,last_updated
781,WH_C,165,67,2023-01-11
782,WH_B,16,109,2023-01-27
783,WH_A,459,132,2023-01-14
784,WH_C,93,50,2023-01-24
785,WH_A,467,141,2023-01-14
786,WH_C,179,99,2023-01-30
787,WH_B,318,111,2023-01-08
788,WH_B,231,84,2023-01-06
789,WH_B,488,106,2023-01-06
790,WH_B,248,83,2023-01-07
791,WH_C,300,54,2023-01-09
792,WH_A,164,143,2023-01-08
793,WH_C,275,124,2023-01-19
794,WH_C,354,127,2023-01-22
795,WH_B,788,59,2023-01-13
796,WH_B,97,61,2023-01-25
797,WH_A,405,67,2023-01-07
798,WH_B,493,101,2023-01-30
799,WH_A,97,113,2023-01-25
800,WH_C,421,100,2023-01-25
801,WH_C,121,117,2023-01-07
802,WH_A,162,111,2023-01-06
803,WH_A,452,54,2023-01-20
804,WH_C,490,82,2023-01-30
805,WH_B,29,108,2023-01-25
806,WH_C,137,79,2023-01-14
807,WH_C,117,118,2023-01-11
808,WH_A,784,148,2023-01-30
809,WH_A,492,149,2023-01-28
810,WH_B,485,117,2023-01-26
811,WH_A,155,119,2023-01-07
812,WH_B,4,94,2023-01-20
813,WH_C,26,78,2023-01-23
814,WH_C,485,106,2023-01-16
815,WH_C,296,116,2023-01-17
816,WH_C,583,68,2023-01-15
817,WH_B,67,115,2023-01-06
818,WH_B,339,82,2023-01-04
819,WH_B,220,118,2023-01-23
820,WH_A,334,92,2023-01-09
821,WH_C,451,111,2023-01-30
822,WH_B,34,68,2023-01-05
823,WH_B,295,103,2023-01-02
824,WH_C,252,69,2023-01-02
825,WH_B,192,106,2023-01-25
826,WH_A,107,139,2023-01-07
827,WH_B,352,146,2023-01-02
828,WH_B,172,109,2023-01-05
829,WH_B,78,90,2023-01-31
830,WH_A,158,85,2023-01-14
831,WH_B,52,58,2023-01-13
832,WH_C,228,127,2023-01-19
833,WH_C,6,115,2023-01-10
834,WH_A,222,80,2023-01-03
835,WH_B,327,73,2023-01-20
836,WH_C,482,146,2023-01-27
837,WH_B,309,105,2023-01-22
838,WH_B,332,57,2023-01-02
839,WH_C,95,126,2023-01-02
840,WH_A,326,109,2023-01-10
841,WH_C,35,120,2023-01-19
842,WH_A,101,54,2023-01-23
843,WH_B,302,77,2023-01-03
844,WH_B,69,79,2023-01-15
845,WH_C,236,53,2023-01-02
846,WH_A,219,117,2023-01-23
847,WH_B,278,144,2023-01-28
848,WH_C,357,137,2023-01-13
849,WH_A,341,86,2023-01-21
850,WH_A,194,137,2023-01-14
851,WH_C,223,113,2023-01-03
852,WH_B,420,84,2023-01-03
853,WH_C,366,123,2023-01-06
854,WH_C,437,133,2023-01-14
855,WH_A,330,140,2023-01-18
856,WH_B,302,73,2023-01-17
857,WH_B,490,72,2023-01-05
858,WH_B,347,99,2023-01-31
859,WH_C,464,80,2023-01-23
860,WH_B,458,96,2023-01-23
861,WH_B,471,125,2023-01-08
862,WH_A,52,131,2023-01-03
863,WH_A,102,63,2023-01-23
864,WH_A,50,51,2023-01-03
865,WH_A,19,139,2023-01-02
866,WH_C,499,80,2023-01-27
867,WH_B,472,101,2023-01-16
868,WH_A,301,142,2023-01-30
869,WH_C,467,130,2023-01-26
870,WH_C,499,85,2023-01-09
871,WH_A,365,64,2023-01-09
872,WH_A,292,91,2023-01-06
873,WH_B,235,83,2023-01-21
874,WH_B,136,51,2023-01-09
875,WH_A,206,107,2023-01-13
876,WH_A,200,66,2023-01-21
877,WH_B,402,129,2023-01-10
878,WH_A,206,123,2023-01-14
879,WH_C,760,147,2023-01-29
880,WH_C,150,122,2023-01-14
881,WH_B,186,57,2023-01-09
882,WH_B,56,138,2023-01-09
883,WH_C,363,84,2023-01-14
884,WH_B,411,128,2023-01-01
885,WH_C,173,135,2023-01-09
886,WH_C,329,96,2023-01-11
887,WH_B,46,70,2023-01-29
888,WH_C,173,84,2023-01-05
889,WH_C,118,67,2023-01-27
890,WH_C,370,65,2023-01-06
891,WH_C,184,83,2023-01-10
892,WH_A,86,66,2023-01-05
893,WH_B,23,93,2023-01-29
894,WH_A,205,69,2023-01-20
895,WH_A,260,108,2023-01-15
896,WH_A,419,82,2023-01-17
897,WH_C,417,125,2023-01-11
898,WH_C,74,94,2023-01-30
899,WH_B,197,133,2023-01-28
900,WH_C,333,67,2023-01-05
901,WH_A,232,103,2023-01-26
902,WH_A,20,82,2023-01-21
903,WH_B,458,68,2023-01-24
905,WH_C,403,75,2023-01-12
906,WH_C,124,149,2023-01-21
907,WH_A,433,146,2023-01-26
908,WH_B,428,106,2023-01-31
909,WH_B,155,81,2023-01-08
910,WH_C,111,71,2023-01-10
911,WH_B,21,56,2023-01-17
912,WH_B,488,67,2023-01-13
913,WH_A,460,66,2023-01-25
914,WH_B,37,145,2023-01-01
915,WH_B,422,131,2023-01-15
916,WH_B,386,97,2023-01-23
917,WH_B,38,120,2023-01-06
918,WH_B,283,105,2023-01-02
919,WH_C,271,103,2023-01-16
920,WH_B,56,94,2023-01-09
921,WH_C,75,74,2023-01-30
922,WH_A,293,142,2023-01-05
923,WH_B,440,139,2023-01-29
924,WH_A,411,57,2023-01-03
925,WH_B,122,120,2023-01-26
926,WH_B,251,137,2023-01-21
927,WH_C,486,74,2023-01-12
928,WH_C,8,58,2023-01-16
929,WH_C,381,135,2023-01-16
930,WH_B,641,104,2023-01-14
931,WH_C,282,61,2023-01-15
932,WH_B,342,78,2023-01-29
933,WH_B,164,146,2023-01-09
934,WH_A,268,57,2023-01-13
935,WH_A,100,58,2023-01-18
936,WH_A,407,115,2023-01-21
937,WH_C,241,72,2023-01-22
938,WH_B,503,86,2023-01-11
939,WH_B,157,116,2023-01-11
940,WH_A,272,88,2023-01-17
941,WH_A,170,99,2023-01-18
942,WH_C,97,96,2023-01-12
943,WH_B,466,128,2023-01-15
944,WH_A,108,123,2023-01-09
945,WH_B,17,103,2023-01-16
946,WH_A,333,114,2023-01-08
947,WH_A,413,146,2023-01-11
948,WH_B,307,137,2023-01-08
949,WH_B,526,57,2023-01-06
950,WH_A,242,79,2023-01-06
951,WH_B,62,76,2023-01-17
952,WH_A,7,69,2023-01-01
953,WH_C,232,119,2023-01-14
954,WH_A,476,61,2023-01-21
955,WH_B,123,130,2023-01-08
956,WH_B,141,51,2023-01-01
957,WH_A,59,92,2023-01-01
958,WH_A,217,61,2023-01-20
959,WH_A,398,123,2023-01-21
960,WH_C,662,96,2023-01-18
961,WH_A,232,138,2023-01-16
962,WH_B,393,61,2023-01-15
963,WH_A,305,124,2023-01-27
964,WH_B,315,144,2023-01-12
965,WH_B,481,137,2023-01-22
966,WH_C,479,144,2023-01-07
967,WH_B,312,60,2023-01-03
968,WH_C,208,140,2023-01-24
969,WH_B,159,104,2023-01-18
970,WH_A,75,60,2023-01-26
971,WH_A,401,99,2023-01-03
972,WH_C,496,96,2023-01-07
973,WH_A,183,148,2023-01-30
974,WH_A,349,67,2023-01-15
975,WH_C,110,68,2023-01-12
976,WH_C,241,87,2023-01-31
977,WH_A,308,71,2023-01-15
978,WH_B,179,78,2023-01-03
979,WH_B,327,59,2023-01-10
980,WH_C,11,139,2023-01-25
981,WH_A,62,93,2023-01-10
982,WH_C,475,54,2023-01-20
983,WH_A,463,85,2023-01-01
984,WH_B,492,65,2023-01-07
985,WH_B,392,105,2023-01-24
986,WH_B,742,63,2023-01-21
987,WH_B,350,147,2023-01-10
988,WH_C,375,57,2023-01-22
989,WH_C,618,63,2023-01-18
990,WH_A,273,69,2023-01-10
991,WH_A,386,136,2023-01-26
992,WH_B,150,68,2023-01-10
993,WH_B,401,87,2023-01-13
994,WH_C,249,68,2023-01-23
995,WH_C,204,53,2023-01-28
996,WH_B,59,148,2023-01-17
997,WH_C,496,88,2023-01-01
998,WH_C,293,89,2023-01-28
999,WH_C,249,100,2023-01-24
1000,WH_A,243,139,2023-01-24
1001,WH_A,364,54,2023-01-30
1002,WH_A,160,144,2023-01-27
1003,WH_B,118,111,2023-01-25
1004,WH_A,122,100,2023-01-13
1005,WH_C,498,106,2023-01-31
1006,WH_B,323,140,2023-01-01
1007,WH_A,168,141,2023-01-08
1008,WH_C,448,94,2023-01-03
1009,WH_C,230,75,2023-01-08
1010,WH_B,360,58,2023-01-20
1011,WH_A,50,100,2023-01-29
1012,WH_A,258,71,2023-01-13
1013,WH_C,23,67,2023-01-26
1014,WH_C,322,140,2023-01-14
1015,WH_B,180,64,2023-01-10
1016,WH_A,444,121,2023-01-11
1017,WH_A,401,84,2023-01-30
1018,WH_B,63,67,2023-01-29
1019,WH_B,292,97,2023-01-25
1020,WH_B,288,103,2023-01-30
1021,WH_A,20,67,2023-01-16
1022,WH_A,362,59,2023-01-23
1023,WH_A,288,135,2023-01-29
1024,WH_B,286,66,2023-01-30
1025,WH_A,220,88,2023-01-18
1026,WH_B,335,148,2023-01-08
1027,WH_C,199,104,2023-01-06
1028,WH_A,28,119,2023-01-16
1029,WH_A,353,78,2023-01-01
1030,WH_A,533,82,2023-01-10
1031,WH_C,103,64,2023-01-30
1032,WH_B,213,68,2023-01-28
1033,WH_B,690,66,2023-01-06
1034,WH_A,475,70,2023-01-03
1035,WH_C,297,66,2023-01-19
1036,WH_B,4,107,2023-01-25
1037,WH_A,377,85,2023-01-07
1038,WH_A,462,126,2023-01-30
1039,WH_A,311,63,2023-01-01
1040,WH_B,10,133,2023-01-22
1041,WH_A,415,94,2023-01-20
1042,WH_C,344,127,2023-01-22
1043,WH_C,456,94,2023-01-24
1044,WH_C,76,98,2023-01-09
1045,WH_C,481,92,2023-01-18
1046,WH_B,237,114,2023-01-26
1047,WH_B,84,59,2023-01-08
1048,WH_A,35,125,2023-01-07
1049,WH_B,427,81,2023-01-15
1050,WH_B,351,74,2023-01-23
1051,WH_B,18,56,2023-01-26
1052,WH_C,358,63,2023-01-02
1053,WH_A,190,146,2023-01-11
1054,WH_C,469,71,2023-01-01
1055,WH_C,71,119,2023-01-28
1056,WH_C,139,128,2023-01-13
1057,WH_A,306,65,2023-01-19
1058,WH_B,183,109,2023-01-31
1059,WH_A,426,118,2023-01-16
1060,WH_B,135,86,2023-01-18
1061,WH_B,56,148,2023-01-21
1062,WH_C,415,76,2023-01-09
1063,WH_B,55,138,2023-01-26
1064,WH_A,217,130,2023-01-25
1065,WH_A,451,51,2023-01-24
1066,WH_A,287,82,2023-01-01
1067,WH_A,69,73,2023-01-26
1068,WH_B,206,119,2023-01-13
1069,WH_B,84,115,2023-01-14
1070,WH_B,382,85,2023-01-08
1071,WH_B,42,72,2023-01-14
1072,WH_C,72,50,2023-01-19
1073,WH_A,338,88,2023-01-25
1074,WH_C,43,50,2023-01-24
1075,WH_C,387,113,2023-01-03
1076,WH_B,114,57,2023-01-17
1077,WH_A,697,100,2023-01-20
1078,WH_B,50,97,2023-01-06
1079,WH_C,464,143,2023-01-07
1080,WH_A,350,148,2023-01-27
1081,WH_B,356,108,2023-01-05
1082,WH_C,204,98,2023-01-10
1083,WH_B,6,128,2023-01-18
1084,WH_C,186,72,2023-01-03
1085,WH_A,399,71,2023-01-02
1086,WH_B,479,61,2023-01-16
1087,WH_A,170,121,2023-01-05
1088,WH_A,131,57,2023-01-22
1089,WH_A,332,99,2023-01-16
1090,WH_B,268,138,2023-01-11
1091,WH_A,224,76,2023-01-28
1092,WH_C,349,109,2023-01-29
1093,WH_B,295,125,2023-01-11
1094,WH_B,204,58,2023-01-21
1095,WH_A,744,104,2023-01-27
1096,WH_C,405,99,2023-01-13
1097,WH_B,461,148,2023-01-19
1098,WH_C,4,69,2023-01-03
1099,WH_C,193,90,2023-01-19
1100,WH_B,182,131,2023-01-03
1101,WH_B,415,88,2023-01-01
1102,WH_A,387,115,2023-01-15
1103,WH_B,79,107,2023-01-31
1104,WH_B,229,85,2023-01-21
1105,WH_C,214,80,2023-01-26
1106,WH_A,11,120,2023-01-24
1107,WH_A,379,77,2023-01-22
1108,WH_B,320,60,2023-01-22
1109,WH_C,185,122,2023-01-08
1110,WH_A,1,94,2023-01-06
1111,WH_B,303,137,2023-01-12
1112,WH_A,232,71,2023-01-21
1113,WH_C,458,98,2023-01-08
1114,WH_A,30,136,2023-01-12
1115,WH_A,273,72,2023-01-03
1116,WH_A,18,72,2023-01-06
1117,WH_B,141,86,2023-01-18
1118,WH_A,304,80,2023-01-13
1119,WH_A,17,83,2023-01-17
1120,WH_B,164,134,2023-01-03
1121,WH_B,239,123,2023-01-05
1122,WH_C,108,85,2023-01-02
1123,WH_B,145,126,2023-01-20
1124,WH_B,352,95,2023-01-02
1125,WH_B,48,141,2023-01-05
1126,WH_C,389,61,2023-01-03
1127,WH_C,225,115,2023-01-08
1128,WH_C,296,68,2023-01-06
1129,WH_C,69,133,2023-01-23
1130,WH_C,403,55,2023-01-30
1131,WH_B,376,114,2023-01-11
1132,WH_A,50,146,2023-01-21
1133,WH_C,379,122,2023-01-12
1134,WH_B,24,87,2023-01-28
1135,WH_B,379,138,2023-01-21
1136,WH_A,129,145,2023-01-29
1137,WH_A,197,76,2023-01-31
1138,WH_C,376,95,2023-01-25
1139,WH_A,552,57,2023-01-19
1140,WH_A,240,113,2023-01-29
1141,WH_A,410,65,2023-01-29
1142,WH_C,456,144,2023-01-27
1143,WH_A,285,99,2023-01-30
1144,WH_A,233,144,2023-01-12
1145,WH_B,381,130,2023-01-08
1146,WH_B,86,141,2023-01-30
1147,WH_B,266,84,2023-01-02
1148,WH_C,433,65,2023-01-09
1149,WH_B,485,65,2023-01-30
1150,WH_C,407,54,2023-01-05
1151,WH_C,9,129,2023-01-03
1152,WH_A,85,57,2023-01-28
1153,WH_C,242,73,2023-01-14
1154,WH_A,28,66,2023-01-27
1155,WH_A,338,133,2023-01-07
1156,WH_A,413,64,2023-01-25
1157,WH_A,486,79,2023-01-20
1158,WH_A,76,56,2023-01-22
1159,WH_A,207,124,2023-01-02
1160,WH_B,298,116,2023-01-17
1161,WH_A,79,89,2023-01-22
1162,WH_C,82,65,2023-01-26
1163,WH_A,404,141,2023-01-28
1164,WH_A,363,62,2023-01-26
1165,WH_C,225,109,2023-01-10
1166,WH_B,487,128,2023-01-18
1167,WH_A,114,97,2023-01-21
1168,WH_A,292,122,2023-01-01
1169,WH_A,126,127,2023-01-23
1170,WH_B,454,141,2023-01-15
1171,WH_B,309,117,2023-01-07
1172,WH_A,373,86,2023-01-18
1173,WH_B,384,101,2023-01-27
1174,WH_C,736,91,2023-01-05
1175,WH_B,499,115,2023-01-30
1176,WH_A,111,113,2023-01-03
1177,WH_A,261,60,2023-01-15
1178,WH_A,231,60,2023-01-28
1179,WH_C,145,111,2023-01-16
1180,WH_B,260,107,2023-01-19
1181,WH_B,212,133,2023-01-06
1182,WH_C,352,57,2023-01-22
1183,WH_C,211,93,2023-01-11
1184,WH_B,238,143,2023-01-04
1185,WH_A,424,127,2023-01-20
1186,WH_C,214,57,2023-01-12
1187,WH_B,368,123,2023-01-15
1188,WH_C,463,136,2023-01-24
1189,WH_C,211,129,2023-01-04
1190,WH_B,452,53,2023-01-01
1191,WH_A,468,83,2023-01-02
1192,WH_B,132,118,2023-01-11
1193,WH_B,186,111,2023-01-25
1194,WH_C,436,124,2023-01-28
1195,WH_C,112,149,2023-01-27
1196,WH_B,249,134,2023-01-03
1197,WH_C,345,136,2023-01-01
1198,WH_C,150,118,2023-01-06
1199,WH_C,394,91,2023-01-26
1200,WH_B,469,121,2023-01-05
