order_id,customer_id,order_date,status,payment_method,region
14220,7318,4/17/2023,Completed,PayPal,Gulf
14221,1011,1/23/2024,Completed,Bank Transfer,North Africa
14222,4812,4/23/2024,Completed,Bank Transfer,Gulf
14223,1257,5/2/2023,Completed,Credit Card,Levant
14224,1128,1/10/2023,Completed,Cash,Levant
14225,1024,9/10/2024,Completed,PayPal,North Africa
14226,3695,10/4/2024,Completed,PayPal,North Africa
14227,2785,6/16/2023,Completed,Credit Card,Levant
14228,4317,3/7/2024,Completed,Credit Card,Levant
14229,6082,8/13/2024,Completed,Cash,Levant
14230,1050,8/15/2023,Completed,Cash,North Africa
14231,5184,4/22/2024,Completed,,Gulf
14232,2302,4/16/2023,Cancelled,Credit Card,North Africa
14233,7417,11/7/2023,Completed,Credit Card,Levant
14234,6880,12/27/2023,Completed,Cash,Gulf
14235,4922,4/23/2023,Completed,Bank Transfer,North Africa
14236,1155,10/3/2023,Completed,PayPal,North Africa
14237,30,1/6/2024,Completed,Credit Card,Gulf
14238,787,9/30/2024,Completed,Credit Card,Gulf
14239,4106,1/2/2023,Completed,Bank Transfer,Gulf
14240,3161,4/16/2024,Completed,Cash,North Africa
14241,6574,6/28/2024,Completed,Bank Transfer,North Africa
14242,1171,7/19/2023,Completed,Credit Card,North Africa
14243,3199,9/17/2023,Returned,Bank Transfer,Gulf
14244,2746,8/30/2023,Cancelled,Cash,Levant
14245,6268,2/25/2024,Completed,,North Africa
14246,5739,8/7/2023,Completed,Credit Card,North Africa
14247,1365,11/8/2023,Completed,Cash,Levant
14248,1542,4/10/2024,Completed,Bank Transfer,Gulf
14249,4147,1/14/2024,Completed,Cash,Gulf
14250,4494,1/1/2023,Completed,Credit Card,North Africa
14251,314,6/10/2023,Completed,Credit Card,Levant
14252,2696,6/14/2023,Completed,PayPal,Gulf
14253,4610,8/23/2023,Completed,Cash,Gulf
14254,6646,6/10/2024,Completed,Cash,North Africa
14255,530,10/27/2023,Completed,Bank Transfer,North Africa
14256,5881,7/9/2023,Cancelled,Cash,North Africa
14257,6841,8/15/2023,Completed,Cash,North Africa
14258,6878,7/1/2024,Completed,Cash,Levant
14259,5860,8/26/2024,Completed,Bank Transfer,Gulf
14260,4956,12/5/2023,Completed,,Gulf
14261,2467,8/14/2023,Cancelled,,North Africa
14262,2242,2/25/2023,Completed,PayPal,Levant
14263,312,11/6/2024,Completed,Bank Transfer,North Africa
14264,996,7/11/2024,Completed,Bank Transfer,North Africa
14265,6866,12/3/2023,Completed,Bank Transfer,Levant
14266,5419,1/23/2024,Cancelled,Bank Transfer,Levant
14267,7497,4/13/2023,Cancelled,Credit Card,Levant
14268,2524,5/23/2023,Completed,Cash,Levant
14269,2632,2/26/2023,Completed,PayPal,Levant
14270,6261,12/31/2023,Completed,PayPal,Levant
14271,264,4/17/2024,Completed,Credit Card,Gulf
14272,7685,9/14/2024,Completed,PayPal,North Africa
14273,3853,3/1/2023,Completed,Cash,Levant
14274,5639,10/19/2023,Completed,Credit Card,North Africa
14275,21,8/22/2024,Completed,Credit Card,Gulf
14276,2525,11/8/2023,Completed,Credit Card,North Africa
14277,4645,12/14/2023,Completed,Bank Transfer,North Africa
14278,1197,5/19/2023,Completed,Credit Card,Gulf
14279,5044,1/1/2023,Completed,Credit Card,Gulf
14280,5117,8/2/2023,Completed,Bank Transfer,Gulf
14281,3134,5/5/2023,Completed,Credit Card,Levant
14282,206,1/18/2024,Completed,PayPal,Levant
14283,1637,11/14/2023,Completed,Cash,Levant
14284,631,6/16/2024,Completed,PayPal,North Africa
14285,2227,1/23/2023,Completed,Bank Transfer,Gulf
14286,7812,5/5/2023,Completed,Bank Transfer,Levant
14287,7032,4/11/2023,Completed,Cash,Gulf
14288,2390,12/4/2023,Completed,,Levant
14289,4536,4/11/2023,Completed,Credit Card,North Africa
14290,1099,1/1/2023,Completed,Cash,Gulf
14291,290,12/20/2023,Completed,Cash,North Africa
14292,2605,8/15/2024,Completed,PayPal,Gulf
14293,7312,7/12/2023,Completed,Cash,Gulf
14294,6793,4/19/2023,Completed,,North Africa
14295,208,11/27/2024,Cancelled,Cash,Gulf
14296,3815,8/17/2024,Completed,Credit Card,Levant
14297,272,12/21/2023,Completed,PayPal,Gulf
14298,3679,2/13/2023,Completed,Cash,North Africa
14299,415,5/14/2023,Cancelled,Bank Transfer,North Africa
14300,3469,8/14/2023,Completed,Cash,Gulf
14301,4480,6/17/2023,Completed,Cash,Levant
14302,1285,6/24/2024,Completed,Credit Card,North Africa
14303,4987,7/14/2024,Completed,Bank Transfer,North Africa
14304,1663,6/29/2023,Completed,Cash,Gulf
14305,4015,4/15/2024,Completed,Cash,Levant
14306,7335,8/8/2024,Completed,Credit Card,Gulf
14307,1042,2/21/2024,Completed,Cash,Levant
14308,4091,7/15/2023,Completed,PayPal,Gulf
14309,6804,3/5/2023,Completed,Cash,Levant
14310,2295,10/15/2023,Completed,Cash,Levant
14311,3714,4/20/2023,Completed,Credit Card,Gulf
14312,5416,8/10/2023,Completed,Credit Card,North Africa
14313,2462,7/24/2024,Completed,PayPal,Levant
14314,7946,1/22/2024,Cancelled,PayPal,Gulf
14315,1344,4/17/2023,Completed,Cash,North Africa
14316,5674,10/16/2023,Completed,Bank Transfer,Levant
14317,2763,11/21/2023,Completed,PayPal,North Africa
14318,5813,1/15/2024,Completed,PayPal,Gulf
14319,5981,2/18/2024,Completed,PayPal,Levant
14320,2229,1/11/2023,Completed,PayPal,North Africa
14321,3368,3/2/2024,Cancelled,Bank Transfer,North Africa
14322,5776,10/14/2024,Completed,Credit Card,North Africa
14323,944,6/1/2024,Cancelled,Bank Transfer,Gulf
14324,4989,8/11/2024,Cancelled,Cash,Gulf
14325,4157,10/27/2023,Completed,PayPal,Levant
14326,4060,1/20/2023,Completed,Credit Card,Gulf
14327,5329,11/23/2023,Completed,PayPal,Gulf
14328,166,4/16/2023,Completed,Credit Card,Gulf
14329,1906,9/18/2024,Completed,Cash,North Africa
14330,3057,4/8/2024,Completed,PayPal,Levant
14331,1324,1/29/2024,Completed,Credit Card,North Africa
14332,4751,11/19/2023,Cancelled,PayPal,Gulf
14333,351,5/3/2024,Completed,Credit Card,Gulf
14334,7229,6/15/2023,Cancelled,PayPal,Gulf
14335,2311,6/28/2023,Completed,Cash,Gulf
14336,6268,1/12/2024,Completed,PayPal,Levant
14337,3310,3/31/2023,Completed,Credit Card,North Africa
14338,5662,5/31/2023,Completed,Cash,Levant
14339,932,6/15/2024,Completed,Credit Card,Levant
14340,3839,9/11/2023,Completed,Bank Transfer,North Africa
14341,6001,5/10/2024,Completed,Cash,North Africa
14342,1114,3/27/2024,Cancelled,Credit Card,North Africa
14343,2187,6/12/2023,Returned,Bank Transfer,Levant
14344,1990,1/2/2023,Completed,Bank Transfer,Levant
14345,1386,8/17/2023,Completed,Cash,North Africa
14346,3485,1/30/2024,Completed,Bank Transfer,Levant
14347,7004,11/28/2023,Completed,Bank Transfer,Levant
14348,7887,6/27/2023,Completed,PayPal,Gulf
14349,1117,3/20/2023,Completed,Cash,Levant
14350,134,4/5/2024,Completed,Credit Card,Gulf
14351,3952,2/10/2023,Completed,PayPal,Gulf
14352,1228,11/20/2023,Completed,PayPal,Levant
14353,6963,2/25/2023,Returned,PayPal,Gulf
14354,5968,6/14/2024,Completed,Credit Card,North Africa
14355,7790,6/24/2024,Cancelled,PayPal,North Africa
14356,3110,8/11/2023,Completed,Bank Transfer,Levant
14357,5114,3/25/2023,Completed,Cash,Levant
14358,2505,11/27/2024,Completed,PayPal,North Africa
14359,3606,1/17/2024,Cancelled,Cash,North Africa
14360,7905,10/10/2024,Completed,Bank Transfer,Levant
14361,1882,9/16/2024,Completed,Cash,Levant
14362,4534,7/2/2024,Completed,Cash,Levant
14363,680,9/11/2023,Completed,Credit Card,Gulf
14364,2695,7/12/2023,Completed,Cash,Gulf
14365,2670,3/16/2024,Completed,PayPal,Gulf
14366,1248,12/29/2023,Cancelled,Credit Card,North Africa
14367,1192,2/8/2023,Completed,Cash,Gulf
14368,1131,10/2/2023,Completed,PayPal,North Africa
14369,1404,10/5/2024,Completed,PayPal,North Africa
14370,2072,9/29/2024,Completed,Cash,North Africa
14371,5631,10/5/2023,Completed,PayPal,Gulf
14372,6953,12/17/2023,Completed,Cash,North Africa
14373,1331,3/25/2024,Completed,Cash,Levant
14374,5031,4/30/2024,Completed,Cash,North Africa
14375,1382,12/3/2023,Completed,PayPal,Gulf
14376,370,2/13/2023,Completed,Credit Card,North Africa
14377,5093,5/9/2023,Completed,,Levant
14378,3795,4/21/2024,Completed,Bank Transfer,Gulf
14379,6315,4/2/2023,Completed,Bank Transfer,Levant
14380,5701,4/18/2024,Completed,Bank Transfer,North Africa
14381,6366,4/13/2023,Cancelled,Cash,Levant
14382,2491,2/2/2024,Cancelled,Cash,North Africa
14383,1177,8/27/2023,Completed,,Levant
14384,7006,9/5/2023,Completed,,North Africa
14385,376,8/25/2024,Completed,PayPal,North Africa
14386,6425,10/5/2024,Completed,Credit Card,North Africa
14387,2761,1/5/2023,Completed,Bank Transfer,Levant
14388,3291,11/28/2023,Completed,PayPal,Gulf
14389,1944,8/3/2023,Completed,PayPal,Gulf
14390,958,6/29/2023,Completed,Cash,Levant
14391,7784,11/23/2024,Completed,PayPal,Levant
14392,811,3/28/2023,Cancelled,Cash,Levant
14393,4923,4/15/2024,Completed,PayPal,Gulf
14394,5942,6/12/2023,Returned,Credit Card,Levant
14395,6630,8/31/2023,Completed,PayPal,North Africa
14396,1534,1/14/2023,Completed,Credit Card,Gulf
14397,4431,4/26/2023,Cancelled,PayPal,North Africa
14398,6886,1/30/2024,Completed,Bank Transfer,Levant
14399,410,1/16/2024,Returned,Bank Transfer,North Africa
14400,54,6/20/2024,Completed,,Gulf
14401,4797,2/12/2024,Returned,PayPal,North Africa
14402,5854,5/8/2024,Completed,PayPal,Gulf
14403,1099,1/23/2023,Completed,Cash,Levant
14404,2397,10/20/2023,Completed,,North Africa
14405,975,12/16/2023,Completed,Credit Card,North Africa
14406,7852,2/13/2024,Completed,PayPal,North Africa
14407,4489,10/26/2023,Completed,Cash,Gulf
14408,4650,3/26/2024,Completed,Bank Transfer,Levant
14409,7325,6/1/2023,Completed,Credit Card,Levant
14410,2895,10/2/2024,Completed,PayPal,Gulf
14411,6225,9/2/2023,Completed,Credit Card,Gulf
14412,3280,6/22/2024,Completed,PayPal,Levant
14413,4922,9/18/2023,Completed,Cash,North Africa
14414,7254,3/27/2024,Completed,Credit Card,Gulf
14415,4840,7/20/2023,Completed,Cash,North Africa
14416,5567,10/21/2024,Completed,Credit Card,Gulf
14417,2225,11/3/2024,Returned,,Gulf
14418,2559,4/5/2023,Completed,Bank Transfer,Levant
14419,3691,5/29/2024,Completed,Bank Transfer,Levant
14420,139,11/2/2023,Completed,Cash,North Africa
14421,3174,1/7/2024,Cancelled,Cash,North Africa
14422,2521,4/16/2023,Returned,,North Africa
14423,5942,8/11/2023,Completed,PayPal,Levant
14424,4638,11/21/2024,Completed,Cash,North Africa
14425,2242,10/15/2023,Completed,Bank Transfer,Levant
14426,5953,3/24/2023,Completed,PayPal,Levant
14427,3828,3/9/2023,Completed,PayPal,North Africa
14428,6630,10/13/2024,Completed,Bank Transfer,North Africa
14429,1338,3/11/2024,Cancelled,Credit Card,Gulf
14430,4090,6/23/2023,Completed,Bank Transfer,Levant
14431,5817,5/23/2023,Completed,Cash,Levant
14432,2853,7/18/2024,Completed,PayPal,Levant
14433,2295,9/5/2024,Completed,Bank Transfer,Gulf
14434,2678,2/2/2023,Completed,Bank Transfer,North Africa
14435,6582,1/17/2024,Cancelled,Credit Card,Gulf
14436,73,6/2/2024,Completed,Cash,Levant
14437,7237,2/4/2023,Completed,,North Africa
14438,6898,3/26/2023,Completed,Credit Card,North Africa
14439,7320,11/6/2023,Completed,Credit Card,North Africa
14440,2879,10/29/2023,Completed,PayPal,Levant
14441,2142,2/15/2024,Completed,PayPal,Levant
14442,4531,11/8/2023,Completed,Cash,Levant
14443,1807,4/10/2024,Completed,Credit Card,North Africa
14444,2046,6/21/2023,Cancelled,PayPal,North Africa
14445,3503,11/17/2023,Completed,PayPal,Levant
14446,4553,7/29/2023,Completed,PayPal,Levant
14447,3502,10/15/2024,Cancelled,Credit Card,Gulf
14448,2277,10/27/2024,Completed,Bank Transfer,Gulf
14449,2078,9/29/2024,Cancelled,Credit Card,Gulf
14450,1649,10/15/2024,Completed,PayPal,Gulf
14451,335,3/22/2024,Completed,Credit Card,North Africa
14452,4756,2/11/2024,Completed,,Levant
14453,4665,2/14/2023,Completed,,North Africa
14454,4273,5/31/2024,Returned,Cash,North Africa
14455,2872,3/5/2023,Completed,Cash,Gulf
14456,2616,1/15/2023,Completed,PayPal,Levant
14457,6553,4/6/2023,Completed,PayPal,North Africa
14458,4873,2/11/2023,Completed,Bank Transfer,Gulf
14459,5357,1/29/2023,Completed,Bank Transfer,Levant
14460,5398,12/9/2023,Completed,PayPal,North Africa
14461,4173,6/18/2024,Completed,PayPal,Levant
14462,933,6/5/2023,Completed,Bank Transfer,Gulf
14463,636,4/6/2024,Completed,,Gulf
14464,6684,3/23/2023,Completed,PayPal,Levant
14465,5774,9/8/2024,Completed,Credit Card,Levant
14466,3230,12/6/2023,Completed,Credit Card,Gulf
14467,1191,3/27/2023,Completed,Bank Transfer,Levant
14468,7353,2/2/2023,Completed,PayPal,North Africa
14469,5509,8/26/2023,Completed,,Levant
14470,12,7/23/2024,Completed,Credit Card,Gulf
14471,4003,5/2/2023,Completed,PayPal,Levant
14472,6313,5/21/2024,Completed,Credit Card,North Africa
14473,4927,11/17/2024,Completed,,Levant
14474,1450,1/8/2024,Completed,Bank Transfer,Gulf
14475,449,2/2/2024,Completed,,Levant
14476,7662,4/27/2024,Completed,PayPal,Gulf
14477,2497,4/10/2024,Completed,Bank Transfer,Gulf
14478,7274,12/18/2023,Cancelled,Credit Card,Levant
14479,5886,10/18/2023,Completed,,North Africa
14480,427,9/5/2023,Completed,PayPal,Levant
14481,7100,5/11/2023,Completed,Bank Transfer,Gulf
14482,916,6/13/2024,Completed,Cash,North Africa
14483,3170,1/17/2023,Cancelled,,North Africa
14484,4727,8/20/2024,Returned,Credit Card,Levant
14485,4322,11/17/2023,Completed,PayPal,Gulf
14486,447,8/14/2023,Completed,Bank Transfer,Levant
14487,1911,4/9/2023,Completed,Cash,Levant
14488,3736,7/8/2023,Completed,Bank Transfer,North Africa
14489,5596,6/3/2023,Completed,Credit Card,North Africa
14490,2251,2/13/2023,Completed,PayPal,Levant
14491,7112,3/29/2024,Cancelled,Bank Transfer,Gulf
14492,4771,7/16/2024,Completed,,Levant
14493,5417,5/6/2024,Completed,Cash,Levant
14494,2682,7/3/2023,Completed,Bank Transfer,North Africa
14495,6160,3/2/2023,Returned,Credit Card,Gulf
14496,1402,11/3/2024,Completed,Credit Card,Levant
14497,3408,10/20/2023,Completed,PayPal,Levant
14498,6762,7/30/2023,Completed,Bank Transfer,Gulf
14499,7942,8/1/2023,Completed,Cash,Levant
14500,1044,8/21/2024,Completed,PayPal,Levant
14501,6584,3/21/2024,Completed,Bank Transfer,North Africa
14502,5364,5/7/2023,Cancelled,Cash,Levant
14503,5364,3/27/2024,Completed,Cash,Levant
14504,3019,7/25/2024,Completed,PayPal,North Africa
14505,392,5/18/2023,Cancelled,Cash,Levant
14506,4820,4/10/2023,Returned,Cash,North Africa
14507,6880,11/10/2024,Completed,Credit Card,Levant
14508,5985,5/18/2024,Completed,Credit Card,North Africa
14509,1286,11/18/2023,Completed,Bank Transfer,North Africa
14510,6364,9/11/2024,Completed,Cash,North Africa
14511,5128,2/1/2023,Returned,Bank Transfer,Levant
14512,6590,11/29/2024,Completed,Cash,Levant
14513,4110,4/22/2024,Completed,Bank Transfer,Gulf
14514,2435,3/2/2024,Completed,Cash,Levant
14515,642,6/19/2024,Completed,PayPal,Gulf
14516,1046,7/17/2023,Completed,Bank Transfer,Gulf
14517,4321,9/3/2024,Completed,Bank Transfer,Gulf
14518,6379,2/3/2023,Completed,Cash,North Africa
14519,7509,4/22/2024,Completed,Bank Transfer,Levant
14520,4038,10/23/2023,Completed,PayPal,Gulf
14521,3048,5/24/2023,Completed,Credit Card,Levant
14522,6855,7/2/2023,Completed,Credit Card,North Africa
14523,1158,7/11/2024,Completed,Cash,Levant
14524,3250,7/7/2023,Completed,PayPal,Levant
14525,3628,9/14/2023,Cancelled,PayPal,North Africa
14526,1544,3/22/2024,Completed,Bank Transfer,North Africa
14527,792,8/3/2024,Completed,PayPal,Gulf
14528,5659,6/15/2023,Completed,Cash,Levant
14529,437,1/20/2024,Completed,Credit Card,Gulf
14530,5171,8/22/2024,Completed,Credit Card,Levant
14531,6044,6/7/2024,Completed,Cash,Levant
14532,3515,7/5/2023,Completed,PayPal,North Africa
14533,6136,3/15/2024,Completed,Credit Card,Levant
14534,4677,2/28/2023,Completed,Cash,Gulf
14535,6099,7/27/2024,Cancelled,PayPal,North Africa
14536,7449,8/9/2023,Completed,PayPal,Levant
14537,7212,7/3/2024,Completed,Cash,North Africa
14538,4783,7/20/2024,Completed,Bank Transfer,North Africa
14539,7799,3/28/2023,Completed,Bank Transfer,North Africa
14540,4461,10/3/2024,Completed,PayPal,North Africa
14541,3960,3/11/2023,Completed,Bank Transfer,Levant
14542,4365,10/28/2024,Completed,Cash,North Africa
14543,1717,12/28/2023,Completed,PayPal,Gulf
14544,3637,5/8/2024,Completed,Cash,North Africa
14545,3365,3/31/2023,Completed,Cash,North Africa
14546,7871,6/21/2024,Completed,Credit Card,North Africa
14547,7362,5/14/2024,Completed,Credit Card,North Africa
14548,5491,5/19/2024,Completed,Credit Card,Gulf
14549,5672,6/15/2023,Completed,Cash,North Africa
14550,4174,3/16/2023,Completed,Bank Transfer,North Africa
14551,189,4/6/2024,Completed,Bank Transfer,Gulf
14552,5727,7/31/2023,Completed,Credit Card,Gulf
14553,7558,9/18/2024,Completed,Bank Transfer,Gulf
14554,7193,11/27/2023,Completed,PayPal,North Africa
14555,7783,10/12/2023,Completed,Bank Transfer,Gulf
14556,5422,3/22/2024,Completed,Bank Transfer,Levant
14557,2719,5/21/2023,Completed,,Gulf
14558,2406,11/12/2023,Completed,PayPal,Levant
14559,7888,6/10/2023,Completed,PayPal,North Africa
14560,5055,10/7/2024,Completed,Bank Transfer,Levant
14561,3931,1/29/2024,Completed,Bank Transfer,Gulf
14562,3166,12/30/2023,Completed,Cash,Levant
14563,7719,2/11/2024,Completed,Credit Card,Levant
14564,6480,12/25/2023,Completed,,Gulf
14565,7332,7/31/2024,Completed,Cash,North Africa
14566,903,2/23/2024,Completed,Credit Card,Gulf
14567,341,3/19/2023,Completed,PayPal,North Africa
14568,2882,11/12/2024,Completed,PayPal,Levant
14569,6711,11/10/2024,Completed,PayPal,North Africa
14570,6216,9/9/2024,Completed,Credit Card,Gulf
14571,5162,10/10/2023,Completed,PayPal,Levant
14572,4507,3/21/2024,Completed,Bank Transfer,Gulf
14573,4994,10/30/2024,Completed,Cash,North Africa
14574,6982,2/27/2024,Completed,,North Africa
14575,644,9/25/2024,Completed,Bank Transfer,Levant
14576,21,2/5/2024,Completed,Bank Transfer,North Africa
14577,3073,9/25/2023,Completed,PayPal,North Africa
14578,678,1/11/2023,Completed,PayPal,Gulf
14579,7740,1/25/2023,Cancelled,Credit Card,North Africa
14580,1100,8/30/2024,Completed,Cash,Gulf
14581,2651,8/7/2023,Completed,Cash,North Africa
14582,3470,4/24/2024,Completed,Credit Card,Levant
14583,7887,8/30/2024,Completed,Bank Transfer,Gulf
14584,4184,4/5/2024,Completed,PayPal,North Africa
14585,5714,6/19/2024,Completed,,Levant
14586,2065,7/24/2023,Returned,Credit Card,Gulf
14587,3401,5/14/2023,Completed,PayPal,Levant
14588,7087,10/13/2024,Completed,PayPal,North Africa
14589,7378,2/28/2023,Completed,Credit Card,North Africa
14590,2872,11/9/2024,Completed,Bank Transfer,Levant
14591,2431,4/8/2023,Completed,Bank Transfer,Levant
14592,5685,2/6/2023,Completed,PayPal,Levant
14593,2688,7/20/2024,Completed,PayPal,Levant
14594,5266,10/14/2024,Completed,Cash,Gulf
14595,6597,9/1/2023,Completed,Credit Card,North Africa
14596,6960,5/5/2024,Completed,PayPal,Gulf
14597,1417,2/6/2023,Cancelled,Credit Card,Gulf
14598,4406,4/27/2024,Completed,,Levant
14599,7075,10/31/2023,Returned,Cash,North Africa
14600,492,8/13/2023,Completed,Bank Transfer,Levant
14601,760,5/24/2024,Completed,Bank Transfer,Gulf
14602,3502,4/6/2023,Completed,PayPal,North Africa
14603,1,9/6/2023,Completed,Bank Transfer,Levant
14604,2089,1/30/2024,Completed,PayPal,Gulf
14605,3657,9/3/2023,Completed,Credit Card,Gulf
14606,4768,1/29/2023,Returned,Cash,Levant
14607,212,10/31/2024,Cancelled,Bank Transfer,Levant
14608,5453,12/7/2023,Completed,PayPal,North Africa
14609,7976,3/1/2023,Completed,PayPal,North Africa
14610,3723,12/19/2023,Completed,Cash,Levant
14611,3518,9/21/2023,Completed,PayPal,North Africa
14612,1966,6/26/2023,Completed,Bank Transfer,Gulf
14613,304,1/20/2024,Completed,Bank Transfer,Levant
14614,7723,4/3/2023,Completed,Cash,North Africa
14615,4787,10/4/2023,Completed,Cash,North Africa
14616,3773,3/16/2024,Completed,Bank Transfer,Gulf
14617,1782,2/22/2024,Cancelled,Credit Card,Levant
14618,5930,5/27/2023,Completed,PayPal,Gulf
14619,3226,1/16/2023,Completed,PayPal,Gulf
14620,4712,9/13/2024,Completed,PayPal,Gulf
14621,4619,7/4/2024,Completed,Bank Transfer,North Africa
14622,2073,7/28/2024,Completed,Bank Transfer,Gulf
14623,808,4/13/2024,Cancelled,Credit Card,North Africa
14624,4121,11/19/2023,Completed,PayPal,Levant
14625,6740,8/17/2024,Completed,PayPal,Gulf
14626,7274,6/27/2023,Completed,Cash,Levant
14627,1777,9/19/2024,Completed,Cash,Gulf
14628,3191,7/7/2023,Cancelled,Cash,Gulf
14629,4043,2/21/2024,Completed,Bank Transfer,Levant
14630,4204,12/18/2023,Completed,Credit Card,North Africa
14631,1354,5/10/2023,Completed,Bank Transfer,North Africa
14632,180,8/29/2023,Completed,Cash,Levant
14633,881,10/1/2024,Completed,Credit Card,North Africa
14634,6275,2/10/2023,Completed,Cash,North Africa
14635,1831,5/13/2023,Completed,Bank Transfer,North Africa
14636,4699,9/26/2023,Completed,Cash,North Africa
14637,4003,3/17/2024,Completed,Bank Transfer,Gulf
14638,2801,2/7/2023,Cancelled,Credit Card,Levant
14639,6903,5/1/2023,Completed,Bank Transfer,Levant
14640,4264,1/1/2024,Completed,Cash,North Africa
14641,223,9/9/2023,Completed,,North Africa
14642,4565,8/29/2023,Completed,Credit Card,North Africa
14643,4374,10/22/2024,Returned,PayPal,Gulf
14644,2238,10/23/2023,Completed,Credit Card,Levant
14645,2579,11/11/2024,Returned,Bank Transfer,Levant
14646,5646,6/28/2024,Cancelled,Cash,North Africa
14647,6117,10/1/2023,Completed,Credit Card,Gulf
14648,1779,2/8/2023,Completed,Credit Card,North Africa
14649,621,4/21/2023,Cancelled,Credit Card,North Africa
14650,1214,4/13/2023,Completed,Credit Card,Gulf
14651,4055,4/18/2023,Completed,PayPal,North Africa
14652,4314,1/25/2023,Completed,Cash,Levant
14653,7467,5/30/2024,Completed,Credit Card,North Africa
14654,5431,9/16/2024,Cancelled,Credit Card,Gulf
14655,6380,6/7/2024,Completed,Bank Transfer,Levant
14656,4264,4/8/2024,Completed,PayPal,Gulf
14657,2828,6/19/2024,Completed,Bank Transfer,North Africa
14658,2241,10/6/2024,Completed,Bank Transfer,Gulf
14659,6386,12/1/2024,Completed,Bank Transfer,Gulf
14660,5282,5/18/2023,Cancelled,,Gulf
14661,1363,3/24/2024,Completed,Credit Card,Levant
14662,2839,12/2/2023,Completed,Cash,Levant
14663,2503,5/5/2023,Completed,Bank Transfer,North Africa
14664,7303,2/18/2023,Completed,PayPal,North Africa
14665,2241,4/15/2024,Completed,,Levant
14666,5522,8/8/2024,Completed,PayPal,North Africa
14667,6536,2/14/2024,Completed,,North Africa
14668,6745,4/17/2024,Completed,Credit Card,North Africa
14669,5162,12/22/2023,Completed,Credit Card,Gulf
14670,93,1/9/2023,Completed,Credit Card,North Africa
14671,1239,10/10/2024,Completed,Cash,North Africa
14672,6493,3/6/2023,Returned,Cash,Levant
14673,4609,3/13/2023,Completed,Credit Card,North Africa
14674,7503,1/5/2023,Completed,Credit Card,Levant
14675,3471,7/21/2024,Completed,Credit Card,North Africa
14676,7068,7/22/2023,Completed,Credit Card,North Africa
14677,3236,7/24/2024,Completed,Bank Transfer,North Africa
14678,4202,5/20/2024,Completed,PayPal,North Africa
14679,5352,9/17/2024,Completed,,Gulf
14680,7136,8/8/2023,Completed,Credit Card,Gulf
14681,7726,5/8/2024,Completed,,Gulf
14682,2765,8/24/2024,Cancelled,Credit Card,Levant
14683,3605,3/4/2023,Completed,Credit Card,Gulf
14684,5297,8/7/2023,Cancelled,,North Africa
14685,5799,3/19/2024,Completed,PayPal,Gulf
14686,5414,7/25/2023,Completed,PayPal,Levant
14687,7433,6/4/2023,Completed,Bank Transfer,Gulf
14688,2836,11/25/2023,Cancelled,,Levant
14689,5972,7/16/2024,Completed,Bank Transfer,North Africa
14690,5640,1/11/2024,Completed,Cash,North Africa
14691,7438,5/23/2024,Completed,,Gulf
14692,3902,3/2/2024,Completed,Bank Transfer,North Africa
14693,5332,8/25/2024,Completed,Credit Card,North Africa
14694,3235,12/6/2023,Completed,Credit Card,Levant
14695,6967,10/9/2024,Cancelled,Bank Transfer,Levant
14696,3629,6/1/2023,Cancelled,Cash,Gulf
14697,5013,1/8/2023,Completed,,Levant
14698,1769,11/18/2023,Completed,PayPal,Gulf
14699,5173,8/24/2024,Completed,Cash,North Africa
14700,5353,4/4/2024,Completed,Bank Transfer,North Africa
14701,3510,2/13/2024,Completed,PayPal,North Africa
14702,2902,12/4/2023,Completed,Credit Card,Levant
14703,6827,8/21/2024,Completed,Bank Transfer,Gulf
14704,7167,12/24/2023,Completed,Credit Card,Gulf
14705,1542,11/23/2023,Completed,Bank Transfer,Levant
14706,5047,1/18/2024,Completed,Credit Card,Gulf
14707,2092,10/22/2023,Completed,Credit Card,Gulf
14708,2651,6/29/2024,Completed,Credit Card,North Africa
14709,1732,7/12/2024,Completed,Bank Transfer,North Africa
14710,5636,10/13/2023,Completed,Credit Card,Gulf
14711,6777,6/19/2023,Completed,Credit Card,Gulf
14712,7743,2/4/2024,Completed,Cash,North Africa
14713,92,10/2/2023,Completed,Credit Card,Levant
14714,4855,4/18/2024,Completed,PayPal,North Africa
14715,731,10/3/2024,Completed,PayPal,North Africa
14716,5050,6/19/2024,Completed,Cash,North Africa
14717,5558,11/20/2024,Cancelled,PayPal,Gulf
14718,4433,4/16/2023,Completed,Cash,Levant
14719,3815,3/23/2024,Completed,PayPal,Levant
14720,5414,9/22/2023,Completed,Bank Transfer,North Africa
14721,700,7/25/2023,Completed,Bank Transfer,Levant
14722,7988,2/23/2024,Completed,Credit Card,Levant
14723,5021,9/8/2023,Completed,Credit Card,North Africa
14724,6824,9/10/2024,Completed,PayPal,Levant
14725,3015,1/10/2023,Completed,Credit Card,North Africa
14726,2312,4/20/2024,Completed,Cash,Gulf
14727,6249,1/18/2024,Completed,,North Africa
14728,2017,8/18/2023,Completed,Credit Card,Levant
14729,6368,6/6/2023,Completed,PayPal,North Africa
14730,3491,10/18/2023,Completed,Credit Card,North Africa
14731,978,11/2/2023,Completed,Cash,North Africa
14732,4211,8/16/2024,Completed,PayPal,North Africa
14733,7035,8/23/2024,Returned,Credit Card,Gulf
14734,1259,9/8/2023,Completed,Cash,Levant
