order_id,customer_id,order_date,status,payment_method,region
19707,3810,2024-08-03,Completed,Cash,Levant
19708,572,2023-09-03,Completed,PayPal,Gulf
19709,5606,2023-04-21,Completed,PayPal,Levant
19710,7734,2023-06-11,Completed,Bank Transfer,Gulf
19711,6984,2023-04-11,Cancelled,PayPal,Gulf
19712,2709,2023-02-25,Completed,Unknown,Levant
19713,6549,2024-01-26,Completed,Bank Transfer,North Africa
19714,3642,2024-04-18,Completed,Cash,Levant
19715,3505,2023-12-05,Completed,PayPal,Gulf
19716,3620,2023-01-18,Completed,Credit Card,Gulf
19717,657,2024-02-22,Cancelled,Credit Card,North Africa
19718,7418,2024-07-03,Completed,Bank Transfer,Levant
19719,3152,2023-09-20,Completed,Bank Transfer,North Africa
19720,949,2023-06-23,Completed,Credit Card,Gulf
19721,4111,2024-03-23,Completed,Bank Transfer,Gulf
19722,3023,2024-08-10,Completed,Bank Transfer,Gulf
19723,7208,2023-12-22,Completed,Credit Card,North Africa
19724,5201,2024-04-24,Completed,PayPal,Levant
19725,7678,2024-03-08,Completed,Bank Transfer,Levant
19726,307,2023-05-31,Completed,Credit Card,North Africa
19727,705,2023-12-14,Completed,Cash,North Africa
19728,4493,2023-01-27,Completed,Bank Transfer,Gulf
19729,678,2023-08-09,Completed,Cash,Levant
19730,7114,2024-10-21,Completed,Unknown,Levant
19731,2913,2023-11-21,Completed,Bank Transfer,North Africa
19732,3994,2023-11-12,Completed,Bank Transfer,Levant
19733,7372,2024-09-08,Cancelled,Cash,Gulf
19734,211,2023-03-27,Completed,PayPal,North Africa
19735,4495,2023-11-27,Completed,Cash,North Africa
19736,1397,2024-02-18,Completed,Unknown,Gulf
19737,3461,2023-01-20,Completed,Credit Card,Gulf
19738,4354,2023-11-18,Completed,Cash,Levant
19739,2163,2023-02-20,Completed,PayPal,Gulf
19740,4430,2024-10-26,Completed,Unknown,Levant
19741,4445,2023-02-16,Completed,Cash,Gulf
19742,2281,2024-02-14,Completed,Credit Card,Levant
19743,7677,2023-10-19,Completed,PayPal,North Africa
19744,4545,2024-04-10,Completed,PayPal,Gulf
19745,3149,2024-04-10,Completed,PayPal,Gulf
19746,4081,2024-01-23,Cancelled,PayPal,North Africa
19747,828,2024-05-08,Completed,Unknown,Gulf
19748,2656,2023-10-26,Completed,Unknown,Gulf
19749,2146,2023-12-19,Completed,Credit Card,North Africa
19750,6712,2023-02-25,Completed,PayPal,North Africa
19751,3702,2024-11-01,Completed,Cash,North Africa
19752,4558,2023-10-11,Completed,Credit Card,Gulf
19753,500,2024-11-15,Cancelled,Bank Transfer,Gulf
19754,2679,2024-02-17,Completed,Unknown,Levant
19755,1062,2024-06-09,Completed,Bank Transfer,Levant
19756,7865,2024-10-20,Cancelled,Cash,Levant
19757,7526,2023-09-30,Completed,Cash,Gulf
19758,5362,2023-01-12,Completed,Unknown,North Africa
19759,5171,2023-11-01,Completed,PayPal,Gulf
19760,3497,2024-05-01,Completed,Bank Transfer,North Africa
19761,6095,2023-07-31,Completed,PayPal,Gulf
19762,4223,2023-12-21,Completed,Cash,Levant
19763,1127,2023-05-19,Completed,PayPal,Levant
19764,1990,2024-11-06,Returned,Credit Card,North Africa
19765,2525,2024-04-22,Completed,Bank Transfer,Gulf
19766,3301,2023-09-24,Completed,Credit Card,Levant
19767,2771,2023-07-06,Completed,PayPal,Gulf
19768,6580,2024-12-01,Completed,PayPal,Levant
19769,5505,2023-03-17,Completed,PayPal,North Africa
19770,4181,2024-07-27,Cancelled,Cash,Gulf
19771,1383,2023-09-03,Completed,Unknown,North Africa
19772,4882,2023-03-10,Completed,Bank Transfer,Levant
19773,6171,2023-02-20,Returned,Bank Transfer,Levant
19774,7004,2023-02-24,Completed,Bank Transfer,Levant
19775,4168,2024-03-29,Returned,Cash,Levant
19776,3167,2023-09-12,Completed,Bank Transfer,North Africa
19777,2636,2024-02-03,Completed,Credit Card,North Africa
19778,5546,2024-09-22,Completed,Credit Card,Levant
19779,1030,2024-07-18,Returned,Cash,North Africa
19780,5210,2024-06-22,Completed,Bank Transfer,North Africa
19781,5712,2024-01-12,Completed,Bank Transfer,Levant
19782,7390,2023-11-16,Completed,Credit Card,Levant
19783,1619,2023-07-19,Completed,Cash,North Africa
19784,7762,2024-10-04,Completed,Cash,North Africa
19785,4248,2023-11-19,Completed,Cash,North Africa
19786,3629,2023-08-24,Completed,Bank Transfer,Levant
19787,1236,2024-11-02,Completed,Cash,Levant
19788,2631,2023-07-02,Completed,Credit Card,Levant
19789,5383,2024-03-06,Completed,Credit Card,Levant
19790,3984,2023-09-21,Cancelled,Bank Transfer,Levant
19791,1406,2023-05-20,Completed,PayPal,Levant
19792,7738,2024-05-29,Completed,Cash,Gulf
19793,6201,2024-09-13,Completed,Cash,Levant
19794,6570,2023-04-06,Completed,Bank Transfer,Levant
19795,5743,2024-03-18,Completed,PayPal,North Africa
19796,4238,2024-09-19,Returned,PayPal,Levant
19797,6712,2024-06-20,Completed,PayPal,Levant
19798,1548,2023-01-31,Completed,PayPal,North Africa
19799,1885,2024-10-18,Completed,Cash,North Africa
19800,7183,2024-06-08,Completed,Bank Transfer,Levant
19801,5128,2023-02-04,Completed,Credit Card,Gulf
19802,7399,2023-07-12,Completed,Credit Card,Levant
19803,5306,2024-05-20,Completed,Credit Card,North Africa
19804,5173,2024-03-04,Completed,PayPal,Levant
19805,2185,2024-05-21,Completed,Cash,Levant
19806,6318,2024-09-25,Cancelled,Credit Card,Levant
19807,7004,2023-12-21,Completed,Cash,Levant
19808,219,2023-09-19,Completed,Cash,Levant
19809,7431,2024-06-24,Completed,Bank Transfer,Levant
19810,4351,2023-01-25,Completed,Credit Card,Gulf
19811,812,2024-05-03,Completed,Bank Transfer,North Africa
19812,270,2023-01-18,Cancelled,Cash,Gulf
19813,5707,2024-05-24,Completed,Bank Transfer,North Africa
19814,6368,2024-06-06,Completed,PayPal,Levant
19815,4979,2024-10-02,Completed,Cash,Levant
19816,4700,2023-06-20,Completed,PayPal,North Africa
19817,3206,2024-08-12,Completed,Cash,Levant
19818,1187,2023-10-21,Completed,Credit Card,Gulf
19819,1734,2023-05-05,Cancelled,PayPal,Levant
19820,4797,2023-02-11,Completed,Bank Transfer,Gulf
19821,2968,2023-01-12,Completed,Bank Transfer,Gulf
19822,73,2024-04-06,Cancelled,Cash,North Africa
19823,4994,2024-08-30,Completed,Cash,Gulf
19824,6118,2023-07-18,Completed,Credit Card,North Africa
19825,7886,2023-09-28,Completed,Credit Card,Gulf
19826,5043,2024-07-18,Completed,PayPal,North Africa
19827,4639,2024-02-01,Completed,Bank Transfer,Gulf
19828,4062,2023-08-23,Completed,Cash,Gulf
19829,631,2024-03-24,Completed,Bank Transfer,Gulf
19830,2843,2024-04-18,Completed,Cash,Levant
19831,5604,2024-02-12,Completed,Bank Transfer,Gulf
19832,878,2023-07-04,Completed,Cash,North Africa
19833,7839,2024-06-27,Cancelled,Credit Card,Gulf
19834,5375,2024-10-02,Completed,PayPal,Levant
19835,757,2023-09-15,Completed,Credit Card,Gulf
19836,2666,2023-07-06,Completed,PayPal,North Africa
19837,4294,2024-05-14,Cancelled,Credit Card,Levant
19838,1451,2024-01-18,Completed,PayPal,Gulf
19839,2541,2023-06-13,Completed,Bank Transfer,Gulf
19840,7800,2024-02-18,Completed,Bank Transfer,Gulf
19841,82,2023-06-19,Completed,Bank Transfer,North Africa
19842,1332,2023-09-17,Completed,Cash,Levant
19843,7950,2024-10-17,Completed,Credit Card,North Africa
19844,1723,2023-03-07,Cancelled,Cash,North Africa
19845,7956,2023-02-24,Completed,Cash,North Africa
19846,6518,2024-08-15,Cancelled,Credit Card,North Africa
19847,7732,2024-02-20,Completed,Credit Card,Gulf
19848,7627,2023-04-06,Completed,Unknown,North Africa
19849,6645,2023-01-16,Cancelled,Cash,Levant
19850,357,2024-08-26,Completed,Credit Card,Levant
19851,1320,2024-08-13,Completed,Bank Transfer,Gulf
19852,580,2023-03-27,Completed,Credit Card,Levant
19853,4396,2023-11-07,Completed,Bank Transfer,Levant
19854,646,2024-11-02,Completed,Bank Transfer,Gulf
19855,7511,2023-08-15,Cancelled,Credit Card,Levant
19856,6264,2023-07-27,Completed,Bank Transfer,North Africa
19857,7737,2023-02-03,Completed,Bank Transfer,North Africa
19858,2234,2024-08-07,Completed,Cash,Levant
19859,2632,2023-10-12,Cancelled,Credit Card,North Africa
19860,7326,2023-04-20,Completed,Credit Card,Levant
19861,3300,2024-01-14,Completed,Bank Transfer,Levant
19862,308,2023-06-28,Completed,PayPal,Gulf
19863,234,2023-09-25,Completed,Bank Transfer,North Africa
19864,1035,2023-12-07,Completed,PayPal,Levant
19865,2223,2023-02-08,Completed,Bank Transfer,North Africa
19866,2821,2023-03-01,Completed,Bank Transfer,Gulf
19867,4739,2024-04-08,Completed,Cash,Gulf
19868,7055,2024-02-03,Completed,Bank Transfer,Levant
19869,6018,2024-07-19,Completed,Cash,North Africa
19870,5122,2024-09-21,Completed,Credit Card,Levant
19871,6905,2024-09-08,Completed,Bank Transfer,Gulf
19872,1736,2024-02-17,Returned,Credit Card,Gulf
19873,4278,2023-04-03,Completed,Bank Transfer,North Africa
19874,942,2024-01-27,Returned,Cash,North Africa
19875,350,2023-11-25,Returned,Bank Transfer,Gulf
19876,2687,2023-07-21,Completed,Cash,North Africa
19877,1406,2024-05-23,Cancelled,PayPal,Gulf
19878,7465,2024-06-13,Completed,Credit Card,Gulf
19879,5317,2023-01-06,Completed,Credit Card,North Africa
19880,7454,2023-10-11,Completed,Bank Transfer,North Africa
19881,3628,2023-01-04,Completed,Bank Transfer,Levant
19882,1546,2024-01-15,Completed,Bank Transfer,Levant
19883,4321,2023-07-20,Completed,PayPal,Levant
19884,1752,2023-04-05,Completed,Credit Card,Gulf
19885,1747,2023-09-14,Completed,PayPal,Gulf
19886,4382,2023-08-16,Completed,PayPal,Gulf
19887,7897,2023-11-06,Cancelled,Cash,Levant
19888,1355,2023-06-15,Returned,Cash,Levant
19889,3633,2024-10-20,Completed,Bank Transfer,Gulf
19890,7331,2023-03-08,Completed,Cash,Levant
19891,4289,2024-06-29,Cancelled,Cash,Levant
19892,1169,2024-05-22,Completed,PayPal,Levant
19893,4767,2023-10-28,Completed,Cash,Gulf
19894,5958,2023-10-08,Completed,Credit Card,Gulf
19895,4045,2024-10-18,Completed,Cash,North Africa
19896,6836,2024-01-18,Completed,Credit Card,North Africa
19897,2586,2023-03-24,Completed,Unknown,Levant
19898,4708,2024-01-25,Completed,Bank Transfer,Levant
19899,901,2023-11-28,Cancelled,Credit Card,North Africa
19900,5743,2023-07-17,Completed,PayPal,Gulf
19901,3342,2024-07-26,Completed,PayPal,Levant
19902,4147,2023-10-26,Returned,Cash,Levant
19903,7695,2024-03-30,Completed,Cash,Gulf
19904,128,2023-10-09,Completed,Credit Card,Levant
19905,1676,2024-01-20,Cancelled,Cash,Gulf
19906,1778,2023-03-11,Completed,Credit Card,North Africa
19907,5166,2023-07-13,Completed,PayPal,Gulf
19908,234,2024-09-16,Completed,Credit Card,North Africa
19909,2496,2023-01-21,Completed,Cash,Levant
19910,584,2023-08-10,Completed,Bank Transfer,Levant
19911,1467,2024-10-27,Completed,Credit Card,Levant
19912,503,2024-01-29,Completed,PayPal,Levant
19913,6751,2023-02-22,Cancelled,Credit Card,Gulf
19914,5018,2023-07-13,Cancelled,Cash,Gulf
19915,4381,2024-05-22,Completed,PayPal,Gulf
19916,1156,2023-01-29,Completed,PayPal,North Africa
19917,6066,2024-07-11,Returned,Cash,Levant
19918,1500,2024-06-06,Completed,Cash,North Africa
19919,7961,2024-01-02,Completed,Cash,North Africa
19920,936,2023-09-24,Completed,Cash,Gulf
19921,2592,2023-04-16,Completed,Unknown,North Africa
19922,356,2024-04-06,Completed,PayPal,Levant
19923,1995,2024-05-18,Completed,Credit Card,Levant
19924,5157,2023-01-22,Cancelled,Credit Card,Levant
19925,5758,2023-07-19,Completed,Cash,North Africa
19926,6282,2023-03-30,Completed,Cash,Levant
19927,1446,2023-10-11,Completed,Credit Card,North Africa
19928,5565,2023-09-17,Completed,Credit Card,North Africa
19929,2660,2024-05-24,Completed,Cash,Levant
19930,7410,2024-02-24,Cancelled,Bank Transfer,North Africa
19931,5365,2024-11-29,Completed,Bank Transfer,North Africa
19932,5659,2023-12-20,Returned,PayPal,Levant
19933,3281,2024-10-24,Completed,Credit Card,North Africa
19934,3975,2023-11-13,Completed,PayPal,Levant
19935,2505,2023-08-14,Completed,Unknown,Gulf
19936,2147,2023-07-15,Completed,PayPal,North Africa
19937,7670,2024-10-28,Completed,Bank Transfer,Gulf
19938,7305,2024-05-10,Completed,Credit Card,Gulf
19939,1211,2023-11-07,Completed,PayPal,Gulf
19940,6180,2023-12-03,Cancelled,Cash,North Africa
19941,630,2023-08-13,Completed,Credit Card,Levant
19942,2718,2023-08-22,Completed,Bank Transfer,North Africa
19943,5599,2024-06-06,Completed,PayPal,Gulf
19944,4883,2024-05-14,Completed,Credit Card,North Africa
19945,6825,2024-05-31,Completed,Bank Transfer,Levant
19946,6199,2023-05-27,Completed,Bank Transfer,North Africa
19947,1495,2024-11-07,Completed,Cash,Gulf
19948,1108,2023-06-14,Completed,Unknown,Levant
19949,3078,2024-04-15,Completed,Cash,Gulf
19950,4987,2023-12-08,Completed,Credit Card,North Africa
19951,3435,2024-10-06,Completed,Credit Card,North Africa
19952,3055,2024-10-17,Completed,Credit Card,Levant
19953,2816,2023-08-23,Completed,Cash,Levant
19954,7062,2024-06-30,Returned,Credit Card,Levant
19955,3782,2023-02-25,Completed,PayPal,North Africa
19956,2036,2024-05-10,Completed,Credit Card,North Africa
19957,6808,2023-09-16,Completed,Credit Card,North Africa
19958,6974,2023-10-25,Completed,Credit Card,Gulf
19959,170,2024-08-01,Completed,Cash,North Africa
19960,3832,2023-05-03,Cancelled,PayPal,Gulf
19961,2297,2023-03-14,Completed,PayPal,Levant
19962,4758,2023-06-10,Returned,Credit Card,Gulf
19963,6354,2024-03-22,Completed,PayPal,Gulf
19964,5008,2024-03-05,Completed,PayPal,Levant
19965,2788,2024-06-24,Completed,Credit Card,Gulf
19966,3316,2023-02-17,Completed,PayPal,Levant
19967,6285,2023-02-01,Cancelled,Bank Transfer,Gulf
19968,632,2023-07-24,Completed,Cash,North Africa
19969,805,2023-03-31,Completed,PayPal,Levant
19970,6324,2023-08-05,Completed,Credit Card,Levant
19971,5016,2024-01-04,Completed,Credit Card,North Africa
19972,6781,2023-07-20,Completed,PayPal,Levant
19973,6898,2024-02-03,Completed,Credit Card,North Africa
19974,5844,2023-02-20,Completed,Cash,Gulf
19975,3035,2023-02-07,Completed,PayPal,North Africa
19976,5137,2024-01-05,Completed,Cash,North Africa
19977,3088,2024-10-04,Completed,Bank Transfer,Levant
19978,4481,2023-09-18,Completed,Bank Transfer,Levant
19979,3413,2023-09-09,Completed,PayPal,Levant
19980,4989,2023-09-05,Completed,PayPal,Gulf
19981,7131,2024-07-24,Completed,Credit Card,Gulf
19982,6913,2024-09-20,Completed,Credit Card,Gulf
19983,3870,2023-07-11,Completed,Unknown,North Africa
19984,6100,2023-02-22,Completed,Credit Card,North Africa
19985,792,2023-02-27,Completed,PayPal,Levant
19986,4142,2023-05-30,Completed,Cash,North Africa
19987,2552,2024-08-08,Completed,Cash,Gulf
19988,3842,2024-10-12,Completed,Cash,Gulf
19989,3215,2023-07-11,Completed,Cash,Levant
19990,3357,2023-05-03,Completed,Unknown,North Africa
19991,7523,2024-11-21,Cancelled,Credit Card,Gulf
19992,4926,2024-08-30,Completed,Credit Card,North Africa
19993,2573,2023-05-29,Completed,PayPal,Levant
19994,5075,2024-04-15,Completed,Bank Transfer,North Africa
19995,3905,2024-04-05,Completed,PayPal,North Africa
19996,6701,2023-02-09,Completed,Cash,North Africa
19997,2095,2023-03-11,Completed,Credit Card,Levant
19998,4624,2023-12-03,Completed,Cash,Gulf
19999,6251,2024-11-21,Completed,Credit Card,Gulf
20000,7171,2023-10-17,Completed,Credit Card,Gulf
20001,616,2023-11-24,Completed,Credit Card,Levant
20002,5062,2023-11-06,Completed,Credit Card,Levant
20003,7263,2024-01-04,Completed,PayPal,Gulf
20004,5253,2024-01-29,Returned,Cash,Gulf
20005,3994,2024-06-21,Returned,PayPal,North Africa
20006,7004,2023-08-05,Completed,Credit Card,Levant
20007,7951,2024-05-21,Completed,Bank Transfer,Levant
20008,4297,2024-02-09,Cancelled,PayPal,North Africa
20009,2302,2023-04-20,Completed,Credit Card,Gulf
20010,2231,2023-04-11,Cancelled,Cash,Levant
20011,5270,2023-06-06,Completed,Credit Card,Levant
20012,1573,2024-03-21,Cancelled,Cash,North Africa
20013,3029,2024-07-18,Completed,Cash,North Africa
20014,2538,2024-04-06,Returned,Cash,Levant
20015,505,2023-10-26,Completed,Bank Transfer,Levant
20016,6557,2023-07-05,Completed,PayPal,Levant
20017,1946,2023-01-10,Completed,Cash,Gulf
20018,1862,2023-01-25,Completed,Cash,North Africa
20019,5628,2023-10-10,Completed,Credit Card,Levant
20020,3723,2023-12-24,Cancelled,PayPal,Gulf
20021,3684,2023-11-15,Completed,PayPal,Gulf
20022,404,2024-03-10,Completed,Credit Card,Levant
20023,4332,2023-08-02,Completed,Bank Transfer,North Africa
20024,1620,2023-11-25,Returned,PayPal,North Africa
20025,2907,2024-01-03,Completed,Bank Transfer,Gulf
20026,3014,2024-06-23,Completed,Cash,Levant
20027,3617,2023-06-25,Completed,Credit Card,Gulf
20028,4729,2024-09-11,Completed,Credit Card,North Africa
20029,7710,2024-06-27,Completed,Credit Card,Levant
20030,7602,2023-09-27,Completed,Cash,Levant
20031,1570,2023-01-20,Completed,Credit Card,North Africa
20032,3717,2024-01-12,Completed,Unknown,Levant
20033,6352,2024-06-25,Completed,Cash,North Africa
20034,140,2023-08-07,Completed,Bank Transfer,Gulf
20035,4684,2023-09-27,Completed,Cash,North Africa
20036,6731,2024-08-08,Completed,Bank Transfer,North Africa
20037,1844,2023-08-31,Completed,Credit Card,North Africa
20038,3379,2024-03-29,Completed,PayPal,North Africa
20039,2965,2023-09-22,Cancelled,Credit Card,Gulf
20040,5063,2023-01-25,Completed,Bank Transfer,North Africa
20041,4666,2023-08-04,Completed,Bank Transfer,Levant
20042,3170,2023-03-19,Completed,Unknown,Gulf
20043,2173,2023-08-12,Cancelled,Credit Card,Levant
20044,6080,2023-11-20,Completed,PayPal,North Africa
20045,3421,2023-11-09,Completed,PayPal,Levant
20046,6278,2024-11-19,Completed,Cash,Levant
20047,3044,2023-01-20,Completed,PayPal,Levant
20048,1250,2024-01-10,Returned,PayPal,Levant
20049,6065,2023-05-17,Completed,PayPal,North Africa
20050,7880,2024-07-24,Completed,Credit Card,Gulf
20051,5669,2023-02-21,Completed,Cash,Gulf
20052,2698,2024-02-16,Completed,PayPal,North Africa
20053,5840,2024-05-27,Completed,Cash,Levant
20054,2754,2023-10-27,Completed,Cash,North Africa
20055,6712,2023-11-15,Completed,Bank Transfer,Gulf
20056,4435,2024-08-25,Completed,Bank Transfer,Levant
20057,4935,2024-04-09,Cancelled,Cash,North Africa
20058,6466,2023-04-05,Cancelled,Unknown,Gulf
20059,3885,2024-11-22,Completed,Unknown,North Africa
20060,7255,2024-04-01,Completed,Cash,Gulf
20061,95,2024-02-19,Completed,Bank Transfer,North Africa
20062,4292,2023-02-20,Completed,Credit Card,North Africa
20063,4288,2024-03-08,Completed,Cash,Gulf
20064,6800,2023-09-25,Completed,Unknown,Levant
20065,4618,2024-11-18,Completed,PayPal,North Africa
20066,4849,2023-05-10,Completed,PayPal,North Africa
20067,5781,2024-07-30,Completed,Credit Card,North Africa
20068,5084,2024-04-28,Completed,Cash,Levant
20069,7150,2023-09-25,Completed,Bank Transfer,North Africa
20070,1676,2023-08-04,Completed,Credit Card,Gulf
20071,13,2023-02-22,Completed,Cash,North Africa
20072,2302,2023-11-12,Completed,Bank Transfer,Gulf
20073,4084,2024-08-11,Completed,Cash,Levant
20074,6120,2023-08-25,Returned,Credit Card,North Africa
20075,6225,2023-11-20,Completed,PayPal,Levant
20076,7890,2023-12-24,Completed,Credit Card,Levant
20077,373,2023-01-21,Completed,Credit Card,Levant
20078,4490,2023-03-16,Completed,Credit Card,Gulf
20079,6010,2023-02-07,Completed,PayPal,North Africa
20080,5852,2024-03-18,Cancelled,Credit Card,Gulf
20081,6029,2023-06-19,Completed,PayPal,North Africa
20082,418,2024-06-05,Completed,PayPal,North Africa
20083,5179,2023-10-20,Cancelled,Bank Transfer,North Africa
20084,6272,2024-10-13,Completed,PayPal,Levant
20085,817,2024-02-04,Completed,PayPal,North Africa
20086,4870,2023-10-03,Completed,Unknown,Gulf
20087,1804,2024-10-10,Cancelled,PayPal,Gulf
20088,3613,2024-11-14,Completed,Credit Card,North Africa
20089,3405,2024-08-19,Completed,PayPal,North Africa
20090,2940,2023-12-02,Completed,PayPal,Gulf
20091,6426,2023-05-30,Completed,Bank Transfer,Levant
20092,7748,2024-09-09,Completed,Bank Transfer,Gulf
20093,6351,2023-05-19,Completed,Credit Card,Levant
20094,7440,2023-01-03,Returned,Cash,Gulf
20095,1333,2023-05-04,Cancelled,PayPal,North Africa
20096,6547,2023-10-05,Completed,Cash,North Africa
20097,3247,2023-08-11,Completed,PayPal,North Africa
20098,6362,2024-05-17,Cancelled,Bank Transfer,Levant
20099,7840,2023-05-14,Completed,Credit Card,Levant
20100,6470,2024-05-04,Completed,Credit Card,North Africa
20101,756,2023-09-03,Completed,Cash,Levant
20102,5373,2023-01-18,Completed,Bank Transfer,North Africa
20103,3526,2023-05-22,Completed,PayPal,Levant
20104,5309,2024-08-29,Completed,Unknown,Gulf
20105,1797,2023-04-19,Returned,Bank Transfer,Levant
20106,5563,2023-01-05,Completed,Bank Transfer,Gulf
20107,3970,2023-12-06,Completed,Credit Card,Levant
20108,3060,2023-03-26,Completed,Credit Card,Levant
20109,2178,2024-04-13,Returned,Unknown,Levant
20110,3557,2023-07-29,Cancelled,Cash,Levant
20111,2051,2023-09-16,Returned,Credit Card,Levant
20112,1990,2023-10-11,Returned,Bank Transfer,Levant
20113,7519,2023-05-12,Cancelled,Cash,North Africa
20114,555,2024-11-04,Cancelled,Credit Card,North Africa
20115,7301,2024-01-31,Completed,Credit Card,North Africa
20116,5810,2023-11-17,Completed,PayPal,North Africa
20117,5614,2023-10-22,Cancelled,Bank Transfer,North Africa
20118,266,2023-03-08,Completed,Credit Card,Gulf
20119,923,2024-09-23,Cancelled,Bank Transfer,North Africa
20120,2072,2024-05-31,Completed,Credit Card,Levant
20121,534,2023-07-26,Completed,Bank Transfer,Gulf
20122,5977,2023-09-22,Cancelled,Cash,Gulf
20123,6147,2024-11-07,Completed,Bank Transfer,North Africa
20124,3984,2024-03-09,Completed,PayPal,Gulf
20125,1694,2023-08-16,Completed,PayPal,Gulf
20126,4976,2023-05-18,Completed,PayPal,North Africa
20127,6571,2023-10-15,Completed,Credit Card,North Africa
20128,2052,2024-11-29,Completed,PayPal,North Africa
20129,3691,2023-03-31,Cancelled,Bank Transfer,North Africa
20130,4904,2023-03-03,Completed,Credit Card,Gulf
20131,2832,2024-01-12,Completed,PayPal,North Africa
20132,6647,2024-07-13,Completed,Cash,Levant
20133,4328,2023-03-24,Completed,Bank Transfer,Gulf
20134,2921,2023-11-17,Cancelled,Credit Card,Levant
20135,4846,2023-11-16,Completed,Credit Card,Gulf
20136,4168,2023-01-30,Completed,Cash,Levant
20137,6232,2024-09-29,Cancelled,PayPal,Gulf
20138,4624,2023-02-07,Completed,PayPal,Gulf
20139,886,2023-04-14,Completed,Bank Transfer,Levant
20140,6747,2023-05-30,Completed,Bank Transfer,North Africa
20141,6594,2023-05-05,Cancelled,Cash,North Africa
20142,6140,2024-07-20,Completed,Cash,Levant
20143,6583,2024-02-28,Completed,Cash,Gulf
20144,7700,2023-09-03,Returned,PayPal,Gulf
20145,1459,2023-05-18,Completed,PayPal,Levant
20146,3796,2024-04-25,Completed,Credit Card,North Africa
20147,3156,2023-09-28,Completed,Bank Transfer,Levant
20148,3411,2024-08-09,Completed,Cash,Gulf
20149,4025,2023-05-27,Completed,Credit Card,North Africa
20150,6270,2023-03-12,Completed,Credit Card,North Africa
20151,563,2024-04-24,Completed,Credit Card,North Africa
20152,7186,2024-02-18,Completed,Credit Card,Gulf
20153,6093,2024-05-16,Completed,Credit Card,Gulf
20154,6993,2024-06-04,Cancelled,Credit Card,Levant
20155,4027,2024-09-26,Completed,Cash,Levant
20156,7009,2024-01-10,Completed,PayPal,Levant
20157,7797,2024-06-06,Returned,Credit Card,Gulf
20158,5756,2023-04-10,Completed,Bank Transfer,Levant
20159,5660,2023-06-19,Completed,PayPal,Levant
20160,6085,2023-05-06,Completed,Credit Card,North Africa
20161,2972,2023-01-26,Completed,PayPal,North Africa
20162,345,2024-03-24,Completed,PayPal,Levant
20163,6612,2024-01-29,Completed,Credit Card,North Africa
20164,7125,2024-11-30,Cancelled,PayPal,North Africa
20165,6285,2023-08-22,Completed,Cash,North Africa
20166,5126,2023-05-06,Completed,Credit Card,North Africa
20167,2717,2023-04-21,Completed,Credit Card,Gulf
20168,7786,2023-03-07,Cancelled,Credit Card,North Africa
20169,2679,2023-05-14,Completed,PayPal,Gulf
20170,1673,2024-02-24,Completed,Credit Card,Gulf
20171,5661,2023-12-14,Returned,Cash,Gulf
20172,5798,2023-12-13,Completed,PayPal,North Africa
20173,7233,2024-10-23,Completed,Cash,Levant
20174,3128,2023-10-11,Completed,PayPal,Gulf
20175,4894,2023-01-31,Completed,Unknown,North Africa
20176,3954,2024-10-04,Cancelled,Credit Card,Levant
20177,1120,2023-10-13,Returned,PayPal,Levant
20178,1913,2024-10-22,Completed,Bank Transfer,Gulf
20179,3003,2024-09-19,Cancelled,Bank Transfer,Gulf
20180,2263,2023-05-22,Cancelled,Credit Card,North Africa
20181,743,2023-09-26,Completed,Bank Transfer,Levant
20182,4154,2024-08-23,Cancelled,Bank Transfer,Gulf
20183,5002,2024-08-27,Completed,Bank Transfer,North Africa
20184,7660,2023-07-12,Cancelled,Credit Card,Gulf
20185,2453,2024-11-02,Completed,Bank Transfer,Gulf
20186,5304,2024-10-18,Completed,Cash,Gulf
20187,7450,2023-01-27,Completed,Bank Transfer,Gulf
20188,7951,2023-01-30,Cancelled,Cash,North Africa
20189,2769,2023-09-13,Completed,PayPal,North Africa
20190,7331,2023-12-24,Completed,Cash,Levant
20191,7257,2024-03-26,Completed,Bank Transfer,Gulf
20192,783,2023-10-31,Completed,Credit Card,North Africa
20193,97,2023-11-06,Completed,PayPal,Levant
20194,587,2024-09-28,Completed,Credit Card,North Africa
20195,5208,2024-05-17,Completed,Cash,Levant
20196,6662,2023-02-01,Completed,Cash,Gulf
20197,6812,2024-10-16,Completed,PayPal,North Africa
20198,5183,2023-11-26,Completed,Unknown,North Africa
20199,4637,2024-06-09,Completed,Credit Card,Gulf
20200,4912,2024-04-04,Cancelled,Unknown,Levant
20201,2239,2023-10-06,Completed,PayPal,North Africa
20202,917,2024-10-31,Completed,Unknown,Gulf
20203,6860,2024-10-09,Completed,Bank Transfer,Gulf
20204,3350,2024-01-15,Completed,Bank Transfer,Gulf
20205,2587,2024-10-16,Completed,Credit Card,Gulf
20206,4181,2024-07-05,Completed,Credit Card,North Africa
20207,5455,2024-07-03,Completed,Bank Transfer,North Africa
20208,2489,2024-03-04,Cancelled,Bank Transfer,North Africa
20209,3794,2023-12-18,Completed,Bank Transfer,Gulf
20210,7818,2023-08-15,Completed,Cash,Gulf
20211,2838,2024-06-21,Cancelled,Bank Transfer,Gulf
20212,7340,2024-04-30,Completed,Bank Transfer,North Africa
20213,5972,2024-03-25,Completed,Cash,North Africa
20214,2387,2023-11-18,Completed,Credit Card,North Africa
